id,smoking
192927,0.34
192928,0.33
192929,0.34
192930,0.46
192931,0.44
192932,0.52
192933,0.56
192934,0.35
192935,0.2
192936,0.15
192937,0.04
192938,0.45
192939,0.05
192940,0.62
192941,0.45
192942,0.77
192943,0.32
192944,0.7
192945,0.11
192946,0.93
192947,0.4
192948,0.38
192949,0.37
192950,0.93
192951,0.04
192952,0.9
192953,0.69
192954,0.83
192955,0.1
192956,0.23
192957,0.45
192958,0.34
192959,0.75
192960,0.25
192961,0.42
192962,0.07
192963,0.9
192964,0.29
192965,0.95
192966,0.31
192967,0.43
192968,0.39
192969,0.15
192970,0.09
192971,0.18
192972,0.12
192973,0.03
192974,0.12
192975,0.93
192976,0.55
192977,0.85
192978,0.76
192979,0.63
192980,0.12
192981,0.09
192982,0.38
192983,0.25
192984,0.57
192985,0.67
192986,0.54
192987,0.21
192988,0.55
192989,0.45
192990,0.85
192991,0.55
192992,0.07
192993,0.42
192994,0.63
192995,0.36
192996,0.08
192997,0.53
192998,0.15
192999,0.41
193000,0.65
193001,0.48
193002,0.24
193003,0.89
193004,0.65
193005,0.29
193006,0.43
193007,0.23
193008,0.38
193009,0.94
193010,0.11
193011,0.51
193012,0.58
193013,0.4
193014,0.58
193015,0.5
193016,0.6
193017,0.17
193018,0.1
193019,0.54
193020,0.07
193021,0.4
193022,0.15
193023,0.24
193024,0.15
193025,0.51
193026,0.33
193027,0.27
193028,0.7
193029,0.92
193030,0.66
193031,0.34
193032,0.5
193033,0.33
193034,0.19
193035,0.37
193036,0.09
193037,0.76
193038,0.16
193039,0.07
193040,0.97
193041,0.46
193042,0.75
193043,0.64
193044,0.85
193045,0.6
193046,0.06
193047,0.45
193048,0.36
193049,0.51
193050,0.55
193051,0.08
193052,0.73
193053,0.25
193054,0.75
193055,0.6
193056,0.67
193057,0.04
193058,0.08
193059,0.08
193060,0.08
193061,0.1
193062,0.65
193063,0.63
193064,0.59
193065,0.83
193066,0.39
193067,0.31
193068,0.04
193069,0.87
193070,0.29
193071,0.87
193072,0.07
193073,0.09
193074,0.55
193075,0.59
193076,0.34
193077,0.07
193078,0.53
193079,0.59
193080,0.9
193081,0.09
193082,0.06
193083,0.8
193084,0.48
193085,0.05
193086,0.3
193087,0.6
193088,0.16
193089,0.15
193090,0.62
193091,0.18
193092,0.35
193093,0.28
193094,0.56
193095,0.05
193096,0.68
193097,0.66
193098,0.15
193099,0.76
193100,0.07
193101,0.1
193102,0.53
193103,0.62
193104,0.24
193105,0.52
193106,0.43
193107,0.39
193108,0.46
193109,0.21
193110,0.29
193111,0.64
193112,0.73
193113,0.17
193114,0.65
193115,0.03
193116,0.7
193117,0.07
193118,0.68
193119,0.58
193120,0.48
193121,0.06
193122,0.08
193123,0.59
193124,0.26
193125,0.57
193126,0.73
193127,0.9
193128,0.3
193129,0.53
193130,0.4
193131,0.82
193132,0.74
193133,0.11
193134,0.09
193135,0.28
193136,0.79
193137,0.83
193138,0.28
193139,0.73
193140,0.2
193141,0.32
193142,0.15
193143,0.59
193144,0.16
193145,0.37
193146,0.05
193147,0.52
193148,0.24
193149,0.44
193150,0.67
193151,0.21
193152,0.53
193153,0.09
193154,0.5
193155,0.79
193156,0.82
193157,0.32
193158,0.3
193159,0.38
193160,0.61
193161,0.39
193162,0.33
193163,0.09
193164,0.79
193165,0.56
193166,0.86
193167,0.16
193168,0.53
193169,0.26
193170,0.71
193171,0.77
193172,0.12
193173,0.19
193174,0.49
193175,0.7
193176,0.74
193177,0.53
193178,0.8
193179,0.47
193180,0.67
193181,0.61
193182,0.64
193183,0.2
193184,0.64
193185,0.89
193186,0.47
193187,0.77
193188,0.65
193189,0.58
193190,0.79
193191,0.42
193192,0.12
193193,0.78
193194,0.6
193195,0.84
193196,0.96
193197,0.09
193198,0.12
193199,0.29
193200,0.54
193201,0.02
193202,0.32
193203,0.44
193204,0.75
193205,0.34
193206,0.64
193207,0.34
193208,0.49
193209,0.63
193210,0.04
193211,0.12
193212,0.04
193213,0.25
193214,0.15
193215,0.5
193216,0.45
193217,0.23
193218,0.26
193219,0.56
193220,0.35
193221,0.08
193222,0.08
193223,0.05
193224,0.3
193225,0.31
193226,0.68
193227,0.72
193228,0.09
193229,0.17
193230,0.58
193231,0.2
193232,0.46
193233,0.52
193234,0.14
193235,0.17
193236,0.67
193237,0.18
193238,0.21
193239,0.98
193240,0.21
193241,0.28
193242,0.51
193243,0.92
193244,0.58
193245,0.19
193246,0.15
193247,0.13
193248,0.55
193249,0.32
193250,0.8
193251,0.03
193252,0.2
193253,0.13
193254,0.95
193255,0.06
193256,0.82
193257,0.13
193258,0.05
193259,0.39
193260,0.28
193261,0.5
193262,0.46
193263,0.12
193264,0.38
193265,0.4
193266,0.13
193267,0.03
193268,0.31
193269,0.81
193270,0.47
193271,0.45
193272,0.21
193273,0.27
193274,0.78
193275,0.1
193276,0.61
193277,0.47
193278,0.85
193279,0.34
193280,0.11
193281,0.47
193282,0.51
193283,0.86
193284,0.4
193285,0.93
193286,0.05
193287,0.61
193288,0.91
193289,0.18
193290,0.6
193291,0.76
193292,0.91
193293,0.44
193294,0.13
193295,0.11
193296,0.77
193297,0.14
193298,0.54
193299,0.86
193300,0.51
193301,0.03
193302,0.83
193303,0.53
193304,0.4
193305,0.4
193306,0.9
193307,0.32
193308,0.58
193309,0.01
193310,0.56
193311,0.3
193312,0.09
193313,0.58
193314,0.61
193315,0.51
193316,0.33
193317,0.65
193318,0.66
193319,0.58
193320,0.77
193321,0.46
193322,0.87
193323,0.37
193324,0.34
193325,0.03
193326,0.23
193327,0.65
193328,0.05
193329,0.45
193330,0.36
193331,0.65
193332,0.39
193333,0.08
193334,0.36
193335,0.76
193336,0.19
193337,0.73
193338,0.79
193339,0.05
193340,0.12
193341,0.75
193342,0.22
193343,0.06
193344,0.4
193345,0.1
193346,0.29
193347,0.29
193348,0.2
193349,0.7
193350,0.39
193351,0.49
193352,0.06
193353,0.07
193354,0.26
193355,0.71
193356,0.14
193357,0.56
193358,0.58
193359,0.55
193360,0.57
193361,0.85
193362,0.44
193363,0.87
193364,0.17
193365,0.34
193366,0.09
193367,0.84
193368,0.47
193369,0.78
193370,0.27
193371,0.78
193372,0.85
193373,0.04
193374,0.73
193375,0.06
193376,0.27
193377,0.65
193378,0.26
193379,0.48
193380,0.73
193381,0.09
193382,0.82
193383,0.43
193384,0.19
193385,0.19
193386,0.25
193387,0.14
193388,0.39
193389,0.49
193390,0.07
193391,0.73
193392,0.36
193393,0.65
193394,0.22
193395,0.55
193396,0.95
193397,0.53
193398,0.33
193399,0.71
193400,0.49
193401,0.69
193402,0.82
193403,0.52
193404,0.22
193405,0.11
193406,0.08
193407,0.61
193408,0.16
193409,0.8
193410,0.92
193411,0.92
193412,0.32
193413,0.37
193414,0.66
193415,0.15
193416,0.65
193417,0.34
193418,0.44
193419,0.67
193420,0.61
193421,0.61
193422,0.03
193423,0.93
193424,0.25
193425,0.6
193426,0.28
193427,0.07
193428,0.76
193429,0.31
193430,0.47
193431,0.65
193432,0.78
193433,0.85
193434,0.55
193435,0.26
193436,0.17
193437,0.26
193438,0.17
193439,0.27
193440,0.08
193441,0.84
193442,0.68
193443,0.63
193444,0.9
193445,0.47
193446,0.51
193447,0.35
193448,0.87
193449,0.12
193450,0.46
193451,0.71
193452,0.66
193453,0.3
193454,0.46
193455,0.73
193456,0.64
193457,0.82
193458,0.9
193459,0.24
193460,0.52
193461,0.09
193462,0.47
193463,0.03
193464,0.69
193465,0.19
193466,0.31
193467,0.04
193468,0.25
193469,0.12
193470,0.26
193471,0.82
193472,0.15
193473,0.63
193474,0.87
193475,0.1
193476,0.14
193477,0.09
193478,0.44
193479,0.67
193480,0.18
193481,0.18
193482,0.65
193483,0.65
193484,0.05
193485,0.42
193486,0.65
193487,0.83
193488,0.23
193489,0.72
193490,0.95
193491,0.07
193492,0.39
193493,0.1
193494,0.18
193495,0.41
193496,0.75
193497,0.13
193498,0.41
193499,0.37
193500,0.31
193501,0.66
193502,0.67
193503,0.07
193504,0.08
193505,0.89
193506,0.51
193507,0.81
193508,0.18
193509,0.32
193510,0.39
193511,0.65
193512,0.09
193513,0.6
193514,0.08
193515,0.58
193516,0.11
193517,0.54
193518,0.48
193519,0.77
193520,0.39
193521,0.8
193522,0.56
193523,0.72
193524,0.04
193525,0.83
193526,0.33
193527,0.47
193528,0.09
193529,0.09
193530,0.04
193531,0.2
193532,0.17
193533,0.89
193534,0.13
193535,0.48
193536,0.56
193537,0.49
193538,0.42
193539,0.59
193540,0.09
193541,0.23
193542,0.41
193543,0.75
193544,0.55
193545,0.6
193546,0.81
193547,0.08
193548,0.16
193549,0.07
193550,0.13
193551,0.14
193552,0.76
193553,0.28
193554,0.38
193555,0.23
193556,0.84
193557,0.58
193558,0.72
193559,0.67
193560,0.87
193561,0.08
193562,0.73
193563,0.22
193564,0.45
193565,0.05
193566,0.44
193567,0.64
193568,0.94
193569,0.94
193570,0.04
193571,0.44
193572,0.1
193573,0.47
193574,0.16
193575,0.26
193576,0.47
193577,0.1
193578,0.59
193579,0.46
193580,0.65
193581,0.67
193582,0.56
193583,0.64
193584,0.22
193585,0.66
193586,0.82
193587,0.76
193588,0.44
193589,0.15
193590,0.56
193591,0.31
193592,0.3
193593,0.59
193594,0.4
193595,0.78
193596,0.74
193597,0.03
193598,0.75
193599,0.11
193600,0.14
193601,0.79
193602,0.36
193603,0.15
193604,0.15
193605,0.32
193606,0.64
193607,0.18
193608,0.43
193609,0.67
193610,0.09
193611,0.39
193612,0.08
193613,0.17
193614,0.18
193615,0.78
193616,0.7
193617,0.83
193618,0.2
193619,0.39
193620,0.67
193621,0.26
193622,0.62
193623,0.81
193624,0.11
193625,0.61
193626,0.42
193627,0.22
193628,0.72
193629,0.2
193630,0.39
193631,0.67
193632,0.26
193633,0.45
193634,0.87
193635,0.69
193636,0.27
193637,0.86
193638,0.67
193639,0.7
193640,0.67
193641,0.27
193642,0.32
193643,0.36
193644,0.77
193645,0.09
193646,0.75
193647,0.81
193648,0.43
193649,0.53
193650,0.78
193651,0.16
193652,0.12
193653,0.29
193654,0.13
193655,0.2
193656,0.71
193657,0.41
193658,0.8
193659,0.22
193660,0.08
193661,0.48
193662,0.08
193663,0.41
193664,0.27
193665,0.07
193666,0.16
193667,0.61
193668,0.75
193669,0.11
193670,0.52
193671,0.64
193672,0.7
193673,0.71
193674,0.33
193675,0.13
193676,0.3
193677,0.14
193678,0.1
193679,0.11
193680,0.53
193681,0.17
193682,0.46
193683,0.73
193684,0.26
193685,0.11
193686,0.1
193687,0.43
193688,0.14
193689,0.13
193690,0.14
193691,0.17
193692,0.14
193693,0.46
193694,0.04
193695,0.17
193696,0.63
193697,0.21
193698,0.55
193699,0.14
193700,0.27
193701,0.63
193702,0.61
193703,0.09
193704,0.11
193705,0.11
193706,0.58
193707,0.05
193708,0.35
193709,0.07
193710,0.24
193711,0.16
193712,0.16
193713,0.56
193714,0.59
193715,0.07
193716,0.48
193717,0.74
193718,0.87
193719,0.06
193720,0.1
193721,0.53
193722,0.37
193723,0.08
193724,0.74
193725,0.43
193726,0.67
193727,0.14
193728,0.97
193729,0.19
193730,0.33
193731,0.1
193732,0.07
193733,0.5
193734,0.45
193735,0.2
193736,0.28
193737,0.56
193738,0.51
193739,0.69
193740,0.89
193741,0.58
193742,0.84
193743,0.52
193744,0.07
193745,0.06
193746,0.57
193747,0.19
193748,0.61
193749,0.43
193750,0.21
193751,0.45
193752,0.49
193753,0.59
193754,0.14
193755,0.27
193756,0.7
193757,0.9
193758,0.5
193759,0.06
193760,0.49
193761,0.58
193762,0.07
193763,0.02
193764,0.12
193765,0.84
193766,0.17
193767,0.71
193768,0.43
193769,0.71
193770,0.18
193771,0.48
193772,0.14
193773,0.12
193774,0.47
193775,0.07
193776,0.69
193777,0.21
193778,0.99
193779,0.68
193780,0.54
193781,0.56
193782,0.24
193783,0.19
193784,0.59
193785,0.82
193786,0.74
193787,0.49
193788,0.77
193789,0.67
193790,0.07
193791,0.16
193792,0.49
193793,0.12
193794,0.18
193795,0.12
193796,1.0
193797,0.88
193798,0.46
193799,0.16
193800,0.46
193801,0.06
193802,0.92
193803,0.31
193804,0.15
193805,0.59
193806,0.05
193807,0.67
193808,0.15
193809,0.48
193810,0.34
193811,0.1
193812,0.65
193813,0.72
193814,0.64
193815,0.66
193816,0.58
193817,0.7
193818,0.13
193819,0.15
193820,0.91
193821,0.25
193822,0.42
193823,0.29
193824,0.9
193825,0.09
193826,0.12
193827,0.86
193828,0.64
193829,0.8
193830,0.48
193831,0.6
193832,0.15
193833,0.88
193834,0.38
193835,0.36
193836,0.53
193837,0.54
193838,0.61
193839,0.7
193840,0.51
193841,0.78
193842,0.8
193843,0.84
193844,0.71
193845,0.39
193846,0.2
193847,0.31
193848,0.59
193849,0.15
193850,0.38
193851,0.99
193852,0.53
193853,0.37
193854,0.36
193855,0.61
193856,0.45
193857,0.23
193858,0.11
193859,0.12
193860,0.38
193861,0.14
193862,0.12
193863,0.78
193864,0.2
193865,0.16
193866,0.54
193867,0.51
193868,0.06
193869,0.07
193870,0.17
193871,0.58
193872,0.12
193873,0.95
193874,0.32
193875,0.3
193876,0.69
193877,0.72
193878,0.52
193879,0.56
193880,0.39
193881,0.81
193882,0.51
193883,0.66
193884,0.7
193885,0.09
193886,0.83
193887,0.07
193888,0.79
193889,0.11
193890,0.06
193891,0.59
193892,0.6
193893,0.33
193894,0.66
193895,0.33
193896,0.64
193897,0.79
193898,0.25
193899,0.97
193900,0.69
193901,0.66
193902,0.59
193903,0.8
193904,0.8
193905,0.43
193906,0.1
193907,0.13
193908,0.47
193909,0.4
193910,0.62
193911,0.98
193912,0.4
193913,0.09
193914,0.94
193915,0.07
193916,0.17
193917,0.47
193918,0.87
193919,0.96
193920,0.92
193921,0.14
193922,0.87
193923,0.13
193924,0.16
193925,0.45
193926,0.83
193927,0.1
193928,0.04
193929,0.1
193930,0.74
193931,0.72
193932,0.72
193933,0.42
193934,0.49
193935,0.05
193936,0.76
193937,0.99
193938,0.73
193939,0.72
193940,0.05
193941,0.69
193942,0.72
193943,0.81
193944,0.87
193945,0.5
193946,0.7
193947,0.35
193948,0.53
193949,0.24
193950,0.11
193951,0.08
193952,0.67
193953,0.39
193954,0.55
193955,0.06
193956,0.61
193957,0.15
193958,0.39
193959,0.41
193960,0.37
193961,0.02
193962,0.55
193963,0.86
193964,0.04
193965,0.76
193966,0.76
193967,0.54
193968,0.04
193969,0.56
193970,0.13
193971,0.83
193972,0.52
193973,0.68
193974,0.14
193975,0.36
193976,0.8
193977,0.24
193978,0.14
193979,0.82
193980,0.42
193981,0.98
193982,0.42
193983,0.41
193984,0.12
193985,0.85
193986,0.52
193987,0.27
193988,0.51
193989,0.44
193990,0.61
193991,0.24
193992,0.73
193993,0.51
193994,0.94
193995,0.17
193996,0.09
193997,0.53
193998,0.35
193999,0.81
194000,0.97
194001,0.79
194002,0.13
194003,0.45
194004,0.18
194005,0.08
194006,0.48
194007,0.07
194008,0.69
194009,0.22
194010,0.09
194011,0.34
194012,0.66
194013,0.99
194014,0.15
194015,0.62
194016,0.21
194017,0.26
194018,0.81
194019,0.52
194020,0.3
194021,0.77
194022,0.35
194023,0.17
194024,0.14
194025,0.07
194026,0.21
194027,0.1
194028,0.12
194029,0.2
194030,0.97
194031,0.5
194032,0.63
194033,0.45
194034,0.08
194035,0.74
194036,0.72
194037,0.99
194038,0.11
194039,0.18
194040,0.6
194041,0.15
194042,0.73
194043,0.71
194044,0.09
194045,0.12
194046,0.12
194047,0.68
194048,0.68
194049,0.37
194050,0.09
194051,0.4
194052,0.69
194053,0.2
194054,0.06
194055,0.7
194056,0.31
194057,0.21
194058,0.62
194059,0.14
194060,0.64
194061,0.06
194062,0.13
194063,0.62
194064,0.67
194065,0.05
194066,0.96
194067,0.14
194068,0.64
194069,0.69
194070,0.31
194071,0.13
194072,0.53
194073,0.18
194074,0.52
194075,0.2
194076,0.09
194077,0.09
194078,0.93
194079,0.85
194080,0.39
194081,0.25
194082,0.55
194083,0.49
194084,0.55
194085,0.14
194086,0.43
194087,0.59
194088,0.28
194089,0.76
194090,0.09
194091,0.81
194092,0.52
194093,0.43
194094,0.57
194095,0.2
194096,0.14
194097,0.16
194098,0.19
194099,0.83
194100,0.28
194101,0.5
194102,0.82
194103,0.47
194104,0.26
194105,0.52
194106,0.17
194107,0.57
194108,0.27
194109,0.79
194110,0.91
194111,0.8
194112,0.74
194113,0.24
194114,0.66
194115,0.39
194116,0.6
194117,0.68
194118,0.45
194119,0.01
194120,0.37
194121,0.38
194122,0.56
194123,0.29
194124,0.18
194125,0.24
194126,0.83
194127,0.95
194128,0.7
194129,0.09
194130,0.59
194131,0.38
194132,0.69
194133,0.44
194134,0.09
194135,0.12
194136,0.17
194137,0.42
194138,0.13
194139,0.46
194140,0.48
194141,0.16
194142,0.11
194143,0.57
194144,0.29
194145,0.81
194146,0.88
194147,0.59
194148,0.77
194149,0.57
194150,0.2
194151,0.88
194152,0.27
194153,0.35
194154,0.07
194155,0.26
194156,0.38
194157,0.61
194158,0.78
194159,0.24
194160,0.19
194161,0.55
194162,0.82
194163,0.41
194164,0.01
194165,0.52
194166,0.13
194167,0.78
194168,0.16
194169,0.08
194170,0.07
194171,0.57
194172,0.38
194173,0.21
194174,0.42
194175,0.5
194176,0.04
194177,0.28
194178,0.8
194179,0.47
194180,0.26
194181,0.23
194182,0.22
194183,0.4
194184,0.73
194185,0.76
194186,0.64
194187,0.16
194188,0.27
194189,0.3
194190,0.2
194191,0.71
194192,0.57
194193,0.76
194194,0.29
194195,0.87
194196,0.6
194197,0.41
194198,0.16
194199,0.39
194200,0.62
194201,0.57
194202,0.6
194203,0.1
194204,0.19
194205,0.34
194206,0.15
194207,0.74
194208,0.79
194209,0.33
194210,0.93
194211,0.35
194212,0.75
194213,0.91
194214,0.74
194215,0.56
194216,0.27
194217,0.07
194218,0.15
194219,0.9
194220,0.23
194221,0.48
194222,0.63
194223,0.43
194224,0.49
194225,0.28
194226,0.78
194227,0.12
194228,0.61
194229,0.63
194230,0.54
194231,0.59
194232,0.07
194233,0.99
194234,0.15
194235,0.48
194236,0.1
194237,0.18
194238,0.25
194239,0.35
194240,0.46
194241,0.07
194242,0.56
194243,0.98
194244,0.06
194245,0.64
194246,0.31
194247,0.56
194248,0.03
194249,0.87
194250,0.85
194251,0.53
194252,0.48
194253,0.92
194254,0.05
194255,0.15
194256,0.43
194257,0.38
194258,0.14
194259,0.05
194260,0.16
194261,0.65
194262,0.1
194263,0.91
194264,0.11
194265,0.53
194266,0.37
194267,0.27
194268,0.36
194269,0.47
194270,0.6
194271,0.35
194272,0.15
194273,0.94
194274,0.32
194275,0.17
194276,0.79
194277,0.23
194278,0.36
194279,0.06
194280,0.51
194281,0.5
194282,0.49
194283,0.67
194284,0.77
194285,0.07
194286,0.12
194287,0.6
194288,0.1
194289,0.45
194290,0.65
194291,0.69
194292,0.15
194293,0.74
194294,0.66
194295,0.3
194296,0.48
194297,0.58
194298,0.49
194299,0.56
194300,0.77
194301,0.03
194302,0.08
194303,0.36
194304,0.12
194305,0.13
194306,0.65
194307,0.78
194308,0.07
194309,0.22
194310,0.16
194311,0.06
194312,0.08
194313,0.36
194314,0.14
194315,0.87
194316,0.06
194317,0.92
194318,0.22
194319,0.05
194320,0.65
194321,0.31
194322,0.59
194323,0.23
194324,0.7
194325,0.66
194326,0.11
194327,0.21
194328,0.51
194329,0.1
194330,0.89
194331,0.36
194332,0.81
194333,0.71
194334,0.63
194335,0.27
194336,0.76
194337,0.57
194338,0.57
194339,0.58
194340,0.19
194341,0.81
194342,0.86
194343,0.31
194344,0.61
194345,0.06
194346,0.01
194347,0.68
194348,0.65
194349,0.3
194350,0.62
194351,0.65
194352,0.52
194353,0.44
194354,0.15
194355,0.24
194356,0.65
194357,0.68
194358,0.71
194359,0.62
194360,0.07
194361,0.74
194362,0.43
194363,0.06
194364,0.62
194365,0.71
194366,0.34
194367,0.9
194368,0.63
194369,0.16
194370,0.29
194371,0.43
194372,0.64
194373,0.64
194374,0.05
194375,0.19
194376,0.36
194377,0.33
194378,0.44
194379,0.82
194380,0.23
194381,0.64
194382,0.37
194383,0.64
194384,0.05
194385,0.77
194386,0.09
194387,0.64
194388,0.88
194389,0.56
194390,0.05
194391,0.6
194392,0.58
194393,0.78
194394,0.7
194395,0.14
194396,0.45
194397,0.7
194398,0.55
194399,0.94
194400,0.98
194401,0.41
194402,0.79
194403,0.14
194404,0.57
194405,0.41
194406,0.31
194407,0.42
194408,0.69
194409,0.75
194410,0.51
194411,0.39
194412,0.61
194413,0.71
194414,0.46
194415,0.78
194416,0.5
194417,0.09
194418,0.17
194419,0.46
194420,0.43
194421,0.5
194422,0.08
194423,0.29
194424,0.22
194425,0.53
194426,0.13
194427,0.01
194428,0.83
194429,0.83
194430,0.33
194431,0.04
194432,0.45
194433,0.05
194434,0.03
194435,0.2
194436,0.28
194437,0.43
194438,0.37
194439,0.58
194440,0.08
194441,0.25
194442,0.31
194443,0.68
194444,0.03
194445,0.12
194446,0.67
194447,0.77
194448,0.43
194449,0.84
194450,0.38
194451,0.29
194452,0.71
194453,0.91
194454,0.41
194455,0.49
194456,0.59
194457,0.52
194458,0.11
194459,0.85
194460,0.95
194461,0.87
194462,0.53
194463,0.49
194464,0.74
194465,0.29
194466,0.48
194467,0.54
194468,0.38
194469,0.35
194470,0.78
194471,0.34
194472,0.13
194473,0.08
194474,0.68
194475,0.96
194476,0.06
194477,0.58
194478,0.73
194479,0.56
194480,0.93
194481,0.63
194482,0.64
194483,0.08
194484,0.11
194485,0.17
194486,0.37
194487,0.8
194488,0.44
194489,0.5
194490,0.23
194491,0.49
194492,0.1
194493,0.97
194494,0.38
194495,0.2
194496,0.58
194497,0.2
194498,0.23
194499,0.07
194500,0.28
194501,0.69
194502,0.68
194503,0.11
194504,0.79
194505,0.1
194506,0.65
194507,0.17
194508,0.06
194509,0.48
194510,0.55
194511,0.66
194512,0.58
194513,0.44
194514,0.73
194515,0.32
194516,0.25
194517,0.16
194518,0.4
194519,0.87
194520,0.09
194521,0.39
194522,0.46
194523,0.1
194524,0.58
194525,0.12
194526,0.23
194527,0.52
194528,0.02
194529,0.53
194530,0.74
194531,0.39
194532,0.19
194533,0.35
194534,0.55
194535,0.2
194536,0.57
194537,0.13
194538,0.53
194539,0.27
194540,0.11
194541,0.72
194542,0.53
194543,0.21
194544,0.7
194545,0.97
194546,0.73
194547,0.11
194548,0.31
194549,0.19
194550,0.59
194551,0.04
194552,0.87
194553,0.53
194554,0.1
194555,0.9
194556,0.68
194557,0.24
194558,0.24
194559,0.82
194560,0.34
194561,0.6
194562,0.45
194563,0.45
194564,0.79
194565,0.14
194566,0.16
194567,0.86
194568,0.13
194569,0.66
194570,0.2
194571,0.05
194572,0.2
194573,0.86
194574,0.23
194575,0.57
194576,0.67
194577,0.32
194578,1.0
194579,0.11
194580,0.76
194581,0.64
194582,0.52
194583,0.41
194584,0.85
194585,0.73
194586,0.59
194587,0.64
194588,0.25
194589,0.03
194590,0.56
194591,0.29
194592,0.04
194593,0.84
194594,0.37
194595,0.31
194596,0.22
194597,0.36
194598,0.13
194599,0.61
194600,0.07
194601,0.06
194602,0.6
194603,0.06
194604,0.23
194605,0.15
194606,0.11
194607,0.34
194608,0.2
194609,0.23
194610,0.1
194611,0.04
194612,0.64
194613,0.66
194614,0.06
194615,0.1
194616,0.08
194617,0.49
194618,0.05
194619,0.84
194620,0.85
194621,0.25
194622,0.08
194623,0.66
194624,0.18
194625,0.04
194626,0.6
194627,0.11
194628,0.5
194629,0.05
194630,0.11
194631,0.88
194632,0.05
194633,0.36
194634,0.22
194635,0.12
194636,0.78
194637,0.68
194638,0.18
194639,0.15
194640,0.11
194641,0.75
194642,0.69
194643,0.62
194644,0.49
194645,0.03
194646,0.38
194647,0.74
194648,0.31
194649,0.32
194650,0.54
194651,0.76
194652,0.2
194653,0.3
194654,0.69
194655,0.14
194656,0.44
194657,0.53
194658,0.98
194659,0.28
194660,0.0
194661,0.19
194662,0.58
194663,0.26
194664,0.35
194665,0.97
194666,0.92
194667,0.6
194668,0.24
194669,0.93
194670,0.84
194671,0.79
194672,0.03
194673,0.15
194674,0.66
194675,0.38
194676,0.34
194677,0.61
194678,0.72
194679,0.92
194680,0.1
194681,0.87
194682,0.22
194683,0.27
194684,0.62
194685,0.72
194686,0.87
194687,0.02
194688,0.1
194689,0.22
194690,0.94
194691,0.88
194692,0.69
194693,0.6
194694,0.19
194695,0.75
194696,0.99
194697,0.5
194698,0.06
194699,0.68
194700,0.55
194701,0.77
194702,0.36
194703,0.26
194704,0.72
194705,0.81
194706,0.16
194707,0.76
194708,0.47
194709,0.68
194710,0.69
194711,0.13
194712,0.05
194713,0.18
194714,0.27
194715,0.6
194716,0.17
194717,0.96
194718,0.27
194719,0.13
194720,0.23
194721,0.46
194722,0.25
194723,0.66
194724,0.93
194725,0.47
194726,0.24
194727,0.62
194728,0.88
194729,0.62
194730,0.07
194731,0.24
194732,0.54
194733,0.58
194734,0.33
194735,0.61
194736,0.06
194737,0.18
194738,0.83
194739,0.36
194740,0.35
194741,0.89
194742,0.37
194743,0.52
194744,0.07
194745,0.5
194746,0.07
194747,0.88
194748,0.04
194749,0.89
194750,0.43
194751,0.24
194752,0.41
194753,0.45
194754,0.08
194755,0.19
194756,0.38
194757,0.82
194758,0.61
194759,0.38
194760,0.1
194761,0.4
194762,0.43
194763,0.91
194764,0.43
194765,0.52
194766,0.45
194767,0.05
194768,0.48
194769,0.39
194770,0.05
194771,0.03
194772,0.95
194773,0.34
194774,0.59
194775,0.64
194776,0.9
194777,0.05
194778,0.1
194779,0.08
194780,0.78
194781,0.43
194782,0.13
194783,0.01
194784,0.44
194785,0.82
194786,0.49
194787,0.7
194788,0.81
194789,0.84
194790,0.13
194791,0.41
194792,0.21
194793,0.57
194794,0.33
194795,0.29
194796,0.11
194797,0.09
194798,0.18
194799,0.68
194800,0.62
194801,0.16
194802,0.44
194803,0.57
194804,0.73
194805,0.83
194806,0.93
194807,0.5
194808,0.64
194809,0.61
194810,0.69
194811,0.23
194812,0.05
194813,0.67
194814,0.84
194815,0.79
194816,0.66
194817,0.45
194818,0.84
194819,0.53
194820,0.11
194821,0.38
194822,0.12
194823,0.24
194824,0.08
194825,0.85
194826,0.35
194827,0.6
194828,0.17
194829,0.84
194830,0.53
194831,0.4
194832,0.29
194833,0.05
194834,0.67
194835,0.17
194836,0.62
194837,0.1
194838,0.75
194839,0.4
194840,0.14
194841,0.06
194842,0.13
194843,0.14
194844,0.14
194845,0.69
194846,0.58
194847,0.71
194848,0.21
194849,0.7
194850,0.5
194851,0.06
194852,0.94
194853,0.63
194854,0.44
194855,0.36
194856,0.7
194857,0.6
194858,0.7
194859,0.06
194860,0.8
194861,0.34
194862,0.22
194863,0.58
194864,0.71
194865,0.07
194866,0.36
194867,0.12
194868,0.84
194869,0.45
194870,0.46
194871,0.89
194872,0.38
194873,0.05
194874,0.69
194875,0.63
194876,0.47
194877,0.61
194878,0.28
194879,0.38
194880,0.62
194881,0.52
194882,0.97
194883,0.06
194884,0.44
194885,0.57
194886,0.91
194887,0.15
194888,0.43
194889,0.33
194890,0.35
194891,0.65
194892,0.77
194893,0.72
194894,0.14
194895,0.34
194896,0.55
194897,0.79
194898,0.55
194899,0.85
194900,0.53
194901,0.26
194902,0.42
194903,0.38
194904,0.49
194905,0.34
194906,0.07
194907,0.27
194908,0.18
194909,0.82
194910,0.24
194911,0.59
194912,0.03
194913,0.37
194914,0.65
194915,0.83
194916,0.38
194917,0.71
194918,0.09
194919,0.68
194920,0.88
194921,0.36
194922,0.29
194923,0.97
194924,0.99
194925,0.49
